May 01, 2017 09:20:31:510000	127.0.0.1-9559	-1
May 01, 2017 09:20:31:515000	127.0.0.1-9559	-1
May 01, 2017 09:20:31:518000	127.0.0.1-9559	-1
May 01, 2017 09:20:32:126000	127.0.0.1-9557	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:20:33:375000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:33:379000	127.0.0.1-9557	[67, 52]
May 01, 2017 09:20:33:385000	127.0.0.1-9557	[(64, 48), (80, 36), (92, 40), (67, 52), [640, 480]]
May 01, 2017 09:20:34:624000	127.0.0.1-9559	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:20:34:719000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:20:34:723000	127.0.0.1-9557	[31, 88]
